body,rating
خیلی وقت بود دنبال یه همچین محافظی می‌گشتم که به کیبورد ۲۰۱۸ بخوره. عالیه,5
من الان چند ماهه استفاده می کنم. روی کیبورد air خوب میشینه و به راحتی تکون نمیخوره و برای فارسی تایپ کردن هم خیلی خوبه.,4
محصول خوب هست من برای مک بوک ایر ۱۳ خریدم وبسیار مناسب هستش,4.4
برای مک بود ایر ۲۰۲۰ جدید مناسب نیست. کلید های چپ و راست کیبورد بزرگه برای مدل قدیمی. من با توجه به کامنتی که گفته بود برای مکبوک ایر ۲۰۲۰ مناسبه خریدم که اشتباه کردم. بسته بندیشو پاره کردم نشد برگشت بزنم.,3
برای مک ایر ۲۰۲۰ گرفتم خوب بود، وان دوستی که گفته قسمت کلید خاموش روشن نداره ؟ خوب اگر داشته باشه اثر انگشت از کار می افته پس نه تنها ایراد نیست بلکه درسته,3.5
احتمال جرم گرفتن هم داره تا حدی,0
در کل خیلی عالی و کاربدردی است و از کثیف شدن صفحه کلید جلوگیری می کند.,3
خیلی خوبه و کامل مراقبت میکنه از لپ تاپ.ولی یکم بو داره که نمیدونم میره یا نه.الان به دستم رسید,4
سلام من برای دوتا لپ تاپم هم ۱۳ اینچ هم ۱۷ اینچ  از این برند کاور تهیه کردم.هم قیمت مناسبی داره هم کیفیت خیلی خوبی دارهباتشکر از فروشنده و سازنده محترم,5
اصلا اون چیزی که توی ساایت نوشته نیست واقعا چرا جنس خوب نمیزارید,5
در تخفیف ویژه ارزش خرید دارد رنگ شتری آن کمرنگ تر از عکس است,4
راضی نیستم امکانش باشه مرجعی میکنم,1
در کل طراحی کیف خوب بود، من توی شگفت انگیز خریدم و توی این شگفت انگیز می‌ارزید. اما متاسفانه نه رنگ سفارشی اومده بود و زدگی توی قسمت بدی داره که عکسش رو می‌زارم. فروشنده چرم ما بود,2
"۱. عکس میذارم خودتون ایرادات رو ببینید.
۲.دوخت کثیف نامرتب
۳.برای هدیه دادن نخرید.",2
قیمت مناسب در شگفت انگیز,3
نسبت به قیمتش برای هدیه دادن مناسبه,4
پد لب تاب اندازه کف دسته قیمت الکی بالا وتخفیف که گذاشتع همون قیمت واقعی هم نیسن زیر  ۱۰۰ بود بخرین ,0.77
جنسش پلاستیکی بود برای دو سه ماه مناسبه.,3
درست چرم طبیعی نیست ولی از هر لحاظ عالیه,5
خوب است فقط بنظرم زیپ چندان مقاومی ندارد اما با تخفیف خوب است ,4
زده بود چرمه ولی پلاستیک بود,1
بسیار با کیفیت و واقعا عالی,5
"اصلا کیفیت خوبی نداره
زیر 100هزار تومن ارزش خرید داره",1.36
"عالی هست
واقعا کیفتش خوبه",5
خوبه فقط برچسپ بعضی از حروف بزرگ کوچیک بود,4
هم با کیفیت هم قشنگ,3
بد نیس ولی خب برشش که میدی خوب نمیشه اصن,2
با کلیدای لپ تاپ یکی نیست جنسشم بده,1
خوبه پیشنهاد میکنم.,4
من راضی بودم خیلی قشنگ شد,5
خوبه ,5
عالی,5
بسته بندی عالی داشت کیفیت چسبندگی خوب بود کیفیت چاپ خوب بود نسبت به قیمت ماندگاری خوبی هم داره,4
کیفیتش درحد عکس نیست ومعمولی هست.,4
خوبه بد نیست راضیم,5
عالی و باکیفیت,5
خوبه,3
بخرید,2
عملکرد خوبی نداشتم محصول فرستاده شدع ایراد زیاد داشت . مطمین نیستم کسیو تشویق کنم برای خریدش در خرید خودتون باید زیاد فکر کنین البته کار راه اندازه,3
استیکر قشنگ,3
خوب پیشنهادمیکنم,4
خوببببب بوددددد,4
عالی ممنونم از دیجی کالا ,5
عالی,5
"کالا خوب هست
ولی از ارسال خیلی افتضاح و تیم پشتیبانی گستاخ دیجی کالا شکایت دارم
دیجی کالا برای مشتری دیگر هیچ ارزشی قائل نیست
خرید از دیجی اشتباه هست",2
عالی بود واقعا فقط من به سایزش دقت نکردم که اونم مروع شد و اوکی بود,5
چسبندگی خوبی داشت و اندازش بزرگ بود,5
چسبندگی خوبی داشت و اندازش بزرگ بود,5
به نسبت بقیه استیکر و برچسب هایی که گرفتم خوب بود,4
خیلی خوب بود،دقیقا همون چیزی که تو عکس بود,5
کیفیت چاپ خوبه و مطابق تصویره برچسب و برای علاقمندان شخصیت زنیتسو در انیمه شیطان کش توصیه میشه🤗,5
کیفیتش عالیه جنسشم محشره,5
قشنگه ولی چسب نداشت-مجبور شدم با چسب مایع بچسبونم,4
عالیه از همه لحاظ,5
باکیفیتراضی کننده,5
واقعا عالی بود,5
خیلی خوب چسبیده و خوشگله,5
عالیه خوب میچسبه من زدم پشت تبلتم,5
کیفیت چاپش خوب بود,5
کیفیتش عالیه,5
خوب بود,5
سایز مناسب و جنس خوب,5
عالی,4
فوق العاده و زیبا,5
چاپش یکم معمولی بود فقط ,3
خیلی با کیفیت چاپ شده و خوبه,5
خیلی خوب بود پیشنهادش میکنم ,5
تو عکس سفید بود اما اینی که دست که هست کمی زرد رنگه,1
کیفیتش خوبه ,5
یکم بزرگه کیفیت خوبه,5
مدت‌هاست روی لپتاپ رفیقم چسبوندیم، آخ هم نگفته!,5
اصلا کیفیت نداشت. جسبندگیش بد نیست. ولی خیلی بد کنده میشه. جاش میمونه,1
کوچک بود,3
بد نبود,4
استیکر معمولی,3
من ۳ تا استیکر سفارش دادم این از همه گرونتر بود ولی جنسش از همه بهتر بود به نظرم میارزه جنس خوب رو حتی با قیمت بالاتر بخری,5
خیلی باحاله,5
عالیه..عالی,5
عالی,5
قشنگه طرحشم خوبه,5
از هر نظر عالی هم کیفیت چاپ و هم جنس استیکر,5
خوب بود و جالبکیفت خوبطرح چاپ خوب,4
دوست داشتم,5
طرح با محتوایی مناسب،  برش دقیق و چاپ خوب,4
چند ماه دارمش خوبه,5
با هایزنبرگ بزرگ شما خود خطرید,5
عالی بود هم طرحش هم استکیرای کنارشبعضی از دکمه های کیبورد متفاوت بود,5
خوب بود و قیمت مناسب,5
خیلی خوب بود ❤,5
استیکر کوچیکا ارسال نشده من فقد بخاطر اونا سفارش دادمممم,2
خوشم اومد طرحش گوگولیه و کیوت,4
خیلی قشنگه توصیه میشه,5
خیلیییییی کیوته,4
مثل عکسش کیوته,4
خیلی خوشگلهه,5
خیلی خوشگل بود، فقط اون برچسب بزرگش خیلی باکیفیت نبود. یه خط کمرنگ سفید توی چاپش بود. ولی در کل بد نبود. عکساشو میذارم.,4
خیلی نازه کپی عکسش بود,5
خیلی خوشگل و خوبه👌🏻,5
بخرید شک نکنید ,5
موجود کنییدددددد..,5
خیلی خوب بود بهتر از عکس,5
خوبه.,4
همه جوره عالیه فقط ضرب گیرش تکه و برای لب تاب صفحه 14اینچی هست,4
عالی بود,3
اقا من گرفتم خیلی راضی هستم,5
من از خریدم راضیم، ,5
عالیه راضیم,5
کبف خوبیه و دارم استفاده میکنم اما لپ تاپم که 15.6 هستش تو قسمت مخصوص لپ تاپ جا نمیشه و تو قیمت وسطش میزارم,4
جنس خوب و زیبا مطابق. عکس,5
کیفیت ۳,0
ازخرید راضی هستم.,4.55
جنس معمولی,3
این چند روز که فعلا خوب کار کرده,4
عالی بود,5
تا الان یک بار استفاده کردم و مشکلی نداشته امیدوارم در آینده هم کار کنه ,4
ممنون که این کالا در دیجی کالا وجود دارد,5
"خیلی خیلی  بده 
چاپش اشغالی
بدرد لای جرز هم نمیخوره",1
باکیفیت,5
نسبت به قیمت انتظار بیشتر نباید داشت ولی درکل نخرید,1
  یکی از سفارشام مشکل داشت ولی در کل خوب بودن راضی بودم,4
چندان جالب نیست,3
جنسش یه جوریه ولی در کل بد نیست چسب برچسبهای دکمه خوب تنیچسبه فقط,4
عالی است من کی خریدم عالی خیلی خوب دمتون گرم,5
جنس خوبی داره.پیشنهاد میکنم.چسبندگی عالی,5
رنگ بندی قشنگی داره,4
دوستان برای پشت لپ تاپ خوبه ولی یکم بزرگ تر بود برای من بردیمش ، چسبوندنشم باید هم خیلی دقت کرد هوا نره زیرش هم باید حوصله داشت، دوستانی که سشوار صنعتی دارن میتونن بهتر بچسبونن برای کیبوردمش اصلا به درد نمیخوره حروفا جا به جا بودن، دوستانی که لپ تاپ استوکی دارن کیبوردشون با این برچسبا فرق داره ,4
اصلا شبیه عکسش نبود و خیلی بزرگ تر از 15 اینچ بود,3
